Vehicle,Day,Arrival,Departure,Punctuality,Distance,Latitude,Longitude,Data,Timetable,Block,JourneySeq,Line,Journey,StopSeq,Stop,StopName,Punctuality_Seconds,Didok,On_Second_Class,Off_Second_Class,Day_Type,Door_open_time,Door_open_time_Seconds,Direction,Passenger_Count,schedule_departure,Arrival_Hour,Hour,Date,Delay_Impact,YearMonth
532,2024-07-01,2024-07-01 15:05:04,2024-07-01 15:05:18,0 days 00:00:48,384.0,46.806281,7.175601,286,1,6024,21,2,62490.0,2,858914102,"Fribourg, Chaley",48.0,8589141,6.0,1.0,lu-ve-scol,0 days 00:00:14,14.0,3,5.0,2024-07-01 15:04:30,15,15,2024-07-01,240.0,2024-07
532,2024-07-01,2024-07-01 15:05:58,2024-07-01 15:06:09,0 days 00:01:09,271.0,46.806711,7.172136,286,1,6024,21,2,62490.0,3,858915202,"Fribourg, Mon-Repos",69.0,8589152,3.0,0.0,lu-ve-scol,0 days 00:00:11,11.0,3,8.0,2024-07-01 15:05:00,15,15,2024-07-01,552.0,2024-07
532,2024-07-01,2024-07-01 15:08:25,2024-07-01 15:08:35,0 days 00:00:35,301.0,46.811451,7.171016,286,1,6024,21,2,62490.0,6,859176602,"Fribourg, Boschung",35.0,8591766,4.0,0.0,lu-ve-scol,0 days 00:00:10,10.0,3,12.0,2024-07-01 15:08:00,15,15,2024-07-01,420.0,2024-07
532,2024-07-01,2024-07-01 15:13:10,2024-07-01 15:13:22,0 days 00:01:22,703.0,46.80609,7.161261,286,1,6024,21,2,62490.0,9,858725502,"Fribourg, Tilleul/Cathédrale",82.0,8587255,2.0,2.0,lu-ve-scol,0 days 00:00:12,12.0,3,10.0,2024-07-01 15:12:00,15,15,2024-07-01,820.0,2024-07
532,2024-07-01,2024-07-01 15:15:11,2024-07-01 15:15:24,0 days 00:01:24,113.0,46.803911,7.155266,286,1,6024,21,2,62490.0,11,858916102,"Fribourg, St-Pierre",84.0,8589161,2.0,6.0,lu-ve-scol,0 days 00:00:13,13.0,3,6.0,2024-07-01 15:14:00,15,15,2024-07-01,504.0,2024-07
532,2024-07-01,2024-07-01 15:17:21,2024-07-01 15:17:42,0 days 00:00:42,376.0,46.802898,7.15141,286,1,6024,21,2,62490.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",42.0,8592374,17.0,5.0,lu-ve-scol,0 days 00:00:21,21.0,3,18.0,2024-07-01 15:17:00,15,15,2024-07-01,756.0,2024-07
529,2024-07-01,2024-07-01 15:12:47,2024-07-01 15:13:04,0 days 00:00:34,384.0,46.806278,7.175525,286,1,6029,8,2,62496.0,2,858914102,"Fribourg, Chaley",34.0,8589141,2.22,0.0,lu-ve-scol,0 days 00:00:17,17.0,3,2.22,2024-07-01 15:12:30,15,15,2024-07-01,75.48,2024-07
529,2024-07-01,2024-07-01 15:13:38,2024-07-01 15:13:50,0 days 00:00:50,266.0,46.806686,7.172115,286,1,6029,8,2,62496.0,3,858915202,"Fribourg, Mon-Repos",50.0,8589152,4.44,0.0,lu-ve-scol,0 days 00:00:12,12.0,3,6.66,2024-07-01 15:13:00,15,15,2024-07-01,333.0,2024-07
529,2024-07-01,2024-07-01 15:15:00,2024-07-01 15:15:16,0 days 00:01:16,225.0,46.809385,7.170446,286,1,6029,8,2,62496.0,5,858913802,"Fribourg, Cité-Jardins",76.0,8589138,6.66,2.0,lu-ve-scol,0 days 00:00:16,16.0,3,12.43,2024-07-01 15:14:00,15,15,2024-07-01,944.68,2024-07
529,2024-07-01,2024-07-01 15:16:18,2024-07-01 15:16:31,0 days 00:00:31,347.0,46.811458,7.171023,286,1,6029,8,2,62496.0,6,859176602,"Fribourg, Boschung",31.0,8591766,3.33,1.0,lu-ve-scol,0 days 00:00:13,13.0,3,14.76,2024-07-01 15:16:00,15,15,2024-07-01,457.56,2024-07
529,2024-07-01,2024-07-01 15:21:03,2024-07-01 15:21:20,0 days 00:01:20,703.0,46.806083,7.161255,286,1,6029,8,2,62496.0,9,858725502,"Fribourg, Tilleul/Cathédrale",80.0,8587255,11.1,3.0,lu-ve-scol,0 days 00:00:17,17.0,3,26.19,2024-07-01 15:20:00,15,15,2024-07-01,2095.2000000000003,2024-07
529,2024-07-01,2024-07-01 15:23:08,2024-07-01 15:23:31,0 days 00:01:31,113.0,46.803998,7.155298,286,1,6029,8,2,62496.0,11,858916102,"Fribourg, St-Pierre",91.0,8589161,2.22,5.0,lu-ve-scol,0 days 00:00:23,23.0,3,23.41,2024-07-01 15:22:00,15,15,2024-07-01,2130.31,2024-07
529,2024-07-01,2024-07-01 15:25:40,2024-07-01 15:26:17,0 days 00:01:17,373.0,46.802896,7.151243,286,1,6029,8,2,62496.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",77.0,8592374,41.06,23.0,lu-ve-scol,0 days 00:00:37,37.0,3,41.47,2024-07-01 15:25:00,15,15,2024-07-01,3193.19,2024-07
530,2024-07-01,2024-07-01 15:20:26,2024-07-01 15:20:37,0 days 00:01:07,380.0,46.806298,7.175596,286,1,6027,21,2,62504.0,2,858914102,"Fribourg, Chaley",67.0,8589141,3.47,0.11,lu-ve-scol,0 days 00:00:11,11.0,3,4.0,2024-07-01 15:19:30,15,15,2024-07-01,268.0,2024-07
530,2024-07-01,2024-07-01 15:21:21,2024-07-01 15:21:31,0 days 00:01:31,270.0,46.80671,7.172113,286,1,6027,21,2,62504.0,3,858915202,"Fribourg, Mon-Repos",91.0,8589152,2.39,0.2,lu-ve-scol,0 days 00:00:10,10.0,3,6.19,2024-07-01 15:20:00,15,15,2024-07-01,563.2900000000001,2024-07
530,2024-07-01,2024-07-01 15:22:31,2024-07-01 15:22:41,0 days 00:01:41,179.0,46.809316,7.170403,286,1,6027,21,2,62504.0,5,858913802,"Fribourg, Cité-Jardins",101.0,8589138,2.07,0.55,lu-ve-scol,0 days 00:00:10,10.0,3,8.219999999999999,2024-07-01 15:21:00,15,15,2024-07-01,830.2199999999999,2024-07
530,2024-07-01,2024-07-01 15:23:46,2024-07-01 15:24:26,0 days 00:01:26,347.0,46.811395,7.170975,286,1,6027,21,2,62504.0,6,859176602,"Fribourg, Boschung",86.0,8591766,4.71,0.7,lu-ve-scol,0 days 00:00:40,40.0,3,12.23,2024-07-01 15:23:00,15,15,2024-07-01,1051.78,2024-07
530,2024-07-01,2024-07-01 15:28:07,2024-07-01 15:28:22,0 days 00:01:22,699.0,46.80608,7.16125,286,1,6027,21,2,62504.0,9,858725502,"Fribourg, Tilleul/Cathédrale",82.0,8587255,5.39,2.27,lu-ve-scol,0 days 00:00:15,15.0,3,15.869999999999996,2024-07-01 15:27:00,15,15,2024-07-01,1301.3399999999997,2024-07
530,2024-07-01,2024-07-01 15:30:13,2024-07-01 15:30:35,0 days 00:01:35,113.0,46.803921,7.1552,286,1,6027,21,2,62504.0,11,858916102,"Fribourg, St-Pierre",95.0,8589161,5.25,6.33,lu-ve-scol,0 days 00:00:22,22.0,3,14.789999999999996,2024-07-01 15:29:00,15,15,2024-07-01,1405.0499999999995,2024-07
530,2024-07-01,2024-07-01 15:32:23,2024-07-01 15:33:08,0 days 00:01:08,374.0,46.80288,7.151236,286,1,6027,21,2,62504.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",68.0,8592374,25.09,9.51,lu-ve-scol,0 days 00:00:45,45.0,3,30.37,2024-07-01 15:32:00,15,15,2024-07-01,2065.16,2024-07
524,2024-07-01,2024-07-01 15:28:02,2024-07-01 15:28:13,0 days 00:00:43,382.0,46.806276,7.175586,286,1,6022,23,2,62510.0,2,858914102,"Fribourg, Chaley",43.0,8589141,2.5,0.2,lu-ve-scol,0 days 00:00:11,11.0,3,3.38,2024-07-01 15:27:30,15,15,2024-07-01,145.34,2024-07
524,2024-07-01,2024-07-01 15:28:57,2024-07-01 15:29:07,0 days 00:01:07,270.0,46.806673,7.17208,286,1,6022,23,2,62510.0,3,858915202,"Fribourg, Mon-Repos",67.0,8589152,3.11,0.1,lu-ve-scol,0 days 00:00:10,10.0,3,6.39,2024-07-01 15:28:00,15,15,2024-07-01,428.13,2024-07
524,2024-07-01,2024-07-01 15:30:02,2024-07-01 15:30:12,0 days 00:01:12,182.0,46.809366,7.170431,286,1,6022,23,2,62510.0,5,858913802,"Fribourg, Cité-Jardins",72.0,8589138,2.24,0.45,lu-ve-scol,0 days 00:00:10,10.0,3,8.84,2024-07-01 15:29:00,15,15,2024-07-01,636.48,2024-07
524,2024-07-01,2024-07-01 15:31:22,2024-07-01 15:31:46,0 days 00:00:46,346.0,46.811458,7.171006,286,1,6022,23,2,62510.0,6,859176602,"Fribourg, Boschung",46.0,8591766,11.7,0.49,lu-ve-scol,0 days 00:00:24,24.0,3,20.05,2024-07-01 15:31:00,15,15,2024-07-01,922.3000000000001,2024-07
524,2024-07-01,2024-07-01 15:36:05,2024-07-01 15:36:23,0 days 00:01:23,680.0,46.806068,7.161211,286,1,6022,23,2,62510.0,9,858725502,"Fribourg, Tilleul/Cathédrale",83.0,8587255,8.67,3.28,lu-ve-scol,0 days 00:00:18,18.0,3,27.76,2024-07-01 15:35:00,15,15,2024-07-01,2304.08,2024-07
524,2024-07-01,2024-07-01 15:38:12,2024-07-01 15:38:32,0 days 00:01:32,113.0,46.803941,7.155235,286,1,6022,23,2,62510.0,11,858916102,"Fribourg, St-Pierre",92.0,8589161,8.2,10.5,lu-ve-scol,0 days 00:00:20,20.0,3,25.46,2024-07-01 15:37:00,15,15,2024-07-01,2342.32,2024-07
524,2024-07-01,2024-07-01 15:40:37,2024-07-01 15:41:05,0 days 00:01:05,375.0,46.802891,7.15125,286,1,6022,23,2,62510.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",65.0,8592374,35.31,16.0,lu-ve-scol,0 days 00:00:28,28.0,3,44.77,2024-07-01 15:40:00,15,15,2024-07-01,2910.05,2024-07
6606,2024-07-01,2024-07-01 15:35:46,2024-07-01 15:36:00,0 days 00:01:30,393.0,46.80628,7.175573,286,1,6026,21,2,62516.0,2,858914102,"Fribourg, Chaley",90.0,8589141,1.0,0.0,lu-ve-scol,0 days 00:00:14,14.0,3,1.0,2024-07-01 15:34:30,15,15,2024-07-01,90.0,2024-07
6606,2024-07-01,2024-07-01 15:36:41,2024-07-01 15:36:49,0 days 00:01:49,278.0,46.806666,7.172081,286,1,6026,21,2,62516.0,3,858915202,"Fribourg, Mon-Repos",109.0,8589152,1.0,0.0,lu-ve-scol,0 days 00:00:08,8.0,3,2.0,2024-07-01 15:35:00,15,15,2024-07-01,218.0,2024-07
6606,2024-07-01,2024-07-01 15:37:41,2024-07-01 15:37:53,0 days 00:01:53,190.0,46.809386,7.170445,286,1,6026,21,2,62516.0,5,858913802,"Fribourg, Cité-Jardins",113.0,8589138,5.0,1.0,lu-ve-scol,0 days 00:00:12,12.0,3,6.0,2024-07-01 15:36:00,15,15,2024-07-01,678.0,2024-07
6606,2024-07-01,2024-07-01 15:38:52,2024-07-01 15:39:04,0 days 00:01:04,357.0,46.811396,7.171011,286,1,6026,21,2,62516.0,6,859176602,"Fribourg, Boschung",64.0,8591766,2.0,1.0,lu-ve-scol,0 days 00:00:12,12.0,3,7.0,2024-07-01 15:38:00,15,15,2024-07-01,448.0,2024-07
6606,2024-07-01,2024-07-01 15:42:38,2024-07-01 15:42:55,0 days 00:00:55,722.0,46.806086,7.161268,286,1,6026,21,2,62516.0,9,858725502,"Fribourg, Tilleul/Cathédrale",55.0,8587255,7.0,0.0,lu-ve-scol,0 days 00:00:17,17.0,3,17.0,2024-07-01 15:42:00,15,15,2024-07-01,935.0,2024-07
6606,2024-07-01,2024-07-01 15:44:38,2024-07-01 15:44:52,0 days 00:00:52,118.0,46.803905,7.155186,286,1,6026,21,2,62516.0,11,858916102,"Fribourg, St-Pierre",52.0,8589161,4.0,11.0,lu-ve-scol,0 days 00:00:14,14.0,3,10.0,2024-07-01 15:44:00,15,15,2024-07-01,520.0,2024-07
6606,2024-07-01,2024-07-01 15:46:48,2024-07-01 15:48:13,0 days 00:01:13,388.0,46.802878,7.15127,286,1,6026,21,2,62516.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",73.0,8592374,24.0,6.0,lu-ve-scol,0 days 00:01:25,85.0,3,28.0,2024-07-01 15:47:00,15,15,2024-07-01,2044.0,2024-07
523,2024-07-01,2024-07-01 15:45:21,2024-07-01 15:45:36,-1 days +23:59:36,282.0,46.81132,7.170918,286,1,6023,23,2,62524.0,6,859176602,"Fribourg, Boschung",-24.0,8591766,3.23,0.0,lu-ve-scol,0 days 00:00:15,15.0,3,7.689999999999999,2024-07-01 15:46:00,15,15,2024-07-01,-184.55999999999997,2024-07
523,2024-07-01,2024-07-01 15:49:22,2024-07-01 15:51:18,0 days 00:01:18,703.0,46.805763,7.161021,286,1,6023,23,2,62524.0,9,858725502,"Fribourg, Tilleul/Cathédrale",78.0,8587255,8.62,1.0,lu-ve-scol,0 days 00:01:56,116.0,3,19.62,2024-07-01 15:50:00,15,15,2024-07-01,1530.3600000000001,2024-07
523,2024-07-01,2024-07-01 15:52:59,2024-07-01 15:53:24,0 days 00:01:24,111.0,46.8039,7.155375,286,1,6023,23,2,62524.0,11,858916102,"Fribourg, St-Pierre",84.0,8589161,9.7,3.0,lu-ve-scol,0 days 00:00:25,25.0,3,26.32,2024-07-01 15:52:00,15,15,2024-07-01,2210.88,2024-07
523,2024-07-01,2024-07-01 15:55:22,2024-07-01 15:56:31,0 days 00:01:31,394.0,46.80265,7.151083,286,1,6023,23,2,62524.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",91.0,8592374,39.88,16.0,lu-ve-scol,0 days 00:01:09,69.0,3,50.2,2024-07-01 15:55:00,15,15,2024-07-01,4568.2,2024-07
526,2024-07-01,2024-07-01 15:51:14,2024-07-01 15:51:39,0 days 00:02:09,380.0,46.80625,7.17556,286,1,6028,21,2,62532.0,2,858914102,"Fribourg, Chaley",129.0,8589141,6.0,0.0,lu-ve-scol,0 days 00:00:25,25.0,3,10.0,2024-07-01 15:49:30,15,15,2024-07-01,1290.0,2024-07
526,2024-07-01,2024-07-01 15:52:13,2024-07-01 15:52:24,0 days 00:02:24,271.0,46.806655,7.172093,286,1,6028,21,2,62532.0,3,858915202,"Fribourg, Mon-Repos",144.0,8589152,4.0,0.0,lu-ve-scol,0 days 00:00:11,11.0,3,14.0,2024-07-01 15:50:00,15,15,2024-07-01,2016.0,2024-07
526,2024-07-01,2024-07-01 15:53:34,2024-07-01 15:53:56,0 days 00:02:56,223.0,46.809378,7.170466,286,1,6028,21,2,62532.0,5,858913802,"Fribourg, Cité-Jardins",176.0,8589138,8.0,3.0,lu-ve-scol,0 days 00:00:22,22.0,3,19.0,2024-07-01 15:51:00,15,15,2024-07-01,3344.0,2024-07
526,2024-07-01,2024-07-01 15:54:59,2024-07-01 15:55:08,0 days 00:02:08,346.0,46.811456,7.171043,286,1,6028,21,2,62532.0,6,859176602,"Fribourg, Boschung",128.0,8591766,2.0,0.0,lu-ve-scol,0 days 00:00:09,9.0,3,21.0,2024-07-01 15:53:00,15,15,2024-07-01,2688.0,2024-07
526,2024-07-01,2024-07-01 15:59:40,2024-07-01 15:59:51,0 days 00:02:51,662.0,46.806046,7.161233,286,1,6028,21,2,62532.0,9,858725502,"Fribourg, Tilleul/Cathédrale",171.0,8587255,5.0,0.0,lu-ve-scol,0 days 00:00:11,11.0,3,27.0,2024-07-01 15:57:00,15,15,2024-07-01,4617.0,2024-07
526,2024-07-01,2024-07-01 16:01:34,2024-07-01 16:01:55,0 days 00:02:55,112.0,46.803828,7.15526,286,1,6028,21,2,62532.0,11,858916102,"Fribourg, St-Pierre",175.0,8589161,5.0,14.0,lu-ve-scol,0 days 00:00:21,21.0,3,18.0,2024-07-01 15:59:00,16,16,2024-07-01,3150.0,2024-07
526,2024-07-01,2024-07-01 16:04:12,2024-07-01 16:04:50,0 days 00:02:50,373.0,46.802843,7.151226,286,1,6028,21,2,62532.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",170.0,8592374,29.0,15.0,lu-ve-scol,0 days 00:00:38,38.0,3,32.0,2024-07-01 16:02:00,16,16,2024-07-01,5440.0,2024-07
6604,2024-07-01,2024-07-01 15:58:28,2024-07-01 15:58:39,0 days 00:01:09,398.0,46.806251,7.17554,286,1,6021,25,2,62538.0,2,858914102,"Fribourg, Chaley",69.0,8589141,1.02,1.02,lu-ve-scol,0 days 00:00:11,11.0,3,0.0,2024-07-01 15:57:30,15,15,2024-07-01,0.0,2024-07
6604,2024-07-01,2024-07-01 15:59:20,2024-07-01 15:59:31,0 days 00:01:31,280.0,46.806688,7.172105,286,1,6021,25,2,62538.0,3,858915202,"Fribourg, Mon-Repos",91.0,8589152,0.98,0.02,lu-ve-scol,0 days 00:00:11,11.0,3,0.96,2024-07-01 15:58:00,15,15,2024-07-01,87.36,2024-07
6604,2024-07-01,2024-07-01 16:00:53,2024-07-01 16:01:06,0 days 00:02:06,234.0,46.809356,7.170481,286,1,6021,25,2,62538.0,5,858913802,"Fribourg, Cité-Jardins",126.0,8589138,2.0,0.0,lu-ve-scol,0 days 00:00:13,13.0,3,3.96,2024-07-01 15:59:00,16,16,2024-07-01,498.96,2024-07
6604,2024-07-01,2024-07-01 16:02:06,2024-07-01 16:02:45,0 days 00:01:45,361.0,46.811453,7.171038,286,1,6021,25,2,62538.0,6,859176602,"Fribourg, Boschung",105.0,8591766,16.0,2.06,lu-ve-scol,0 days 00:00:39,39.0,3,17.9,2024-07-01 16:01:00,16,16,2024-07-01,1879.4999999999998,2024-07
6604,2024-07-01,2024-07-01 16:06:38,2024-07-01 16:06:55,0 days 00:01:55,731.0,46.806088,7.161258,286,1,6021,25,2,62538.0,9,858725502,"Fribourg, Tilleul/Cathédrale",115.0,8587255,1.0,2.06,lu-ve-scol,0 days 00:00:17,17.0,3,18.84,2024-07-01 16:05:00,16,16,2024-07-01,2166.6,2024-07
6604,2024-07-01,2024-07-01 16:08:58,2024-07-01 16:09:16,0 days 00:02:16,119.0,46.80388,7.15528,286,1,6021,25,2,62538.0,11,858916102,"Fribourg, St-Pierre",136.0,8589161,4.0,10.31,lu-ve-scol,0 days 00:00:18,18.0,3,12.53,2024-07-01 16:07:00,16,16,2024-07-01,1704.08,2024-07
6604,2024-07-01,2024-07-01 16:11:47,2024-07-01 16:12:12,0 days 00:02:12,391.0,46.802885,7.151251,286,1,6021,25,2,62538.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",132.0,8592374,18.0,8.25,lu-ve-scol,0 days 00:00:25,25.0,3,22.28,2024-07-01 16:10:00,16,16,2024-07-01,2940.96,2024-07
528,2024-07-01,2024-07-01 16:08:52,2024-07-01 16:09:11,0 days 00:04:41,400.0,46.806691,7.175455,286,1,6025,23,2,62544.0,2,858914102,"Fribourg, Chaley",281.0,8589141,4.0,0.86,lu-ve-scol,0 days 00:00:19,19.0,3,4.51,2024-07-01 16:04:30,16,16,2024-07-01,1267.31,2024-07
528,2024-07-01,2024-07-01 16:09:50,2024-07-01 16:10:01,0 days 00:05:01,288.0,46.806755,7.172293,286,1,6025,23,2,62544.0,3,858915202,"Fribourg, Mon-Repos",301.0,8589152,1.93,0.26,lu-ve-scol,0 days 00:00:11,11.0,3,6.18,2024-07-01 16:05:00,16,16,2024-07-01,1860.1799999999998,2024-07
528,2024-07-01,2024-07-01 16:11:17,2024-07-01 16:11:27,0 days 00:05:27,186.0,46.809865,7.170343,286,1,6025,23,2,62544.0,5,858913802,"Fribourg, Cité-Jardins",327.0,8589138,3.29,1.06,lu-ve-scol,0 days 00:00:10,10.0,3,8.79,2024-07-01 16:06:00,16,16,2024-07-01,2874.33,2024-07
528,2024-07-01,2024-07-01 16:12:25,2024-07-01 16:12:50,0 days 00:04:50,358.0,46.811473,7.171285,286,1,6025,23,2,62544.0,6,859176602,"Fribourg, Boschung",290.0,8591766,7.04,0.71,lu-ve-scol,0 days 00:00:25,25.0,3,15.12,2024-07-01 16:08:00,16,16,2024-07-01,4384.8,2024-07
528,2024-07-01,2024-07-01 16:17:13,2024-07-01 16:17:29,0 days 00:05:29,728.0,46.806648,7.161213,286,1,6025,23,2,62544.0,9,858725502,"Fribourg, Tilleul/Cathédrale",329.0,8587255,5.97,2.34,lu-ve-scol,0 days 00:00:16,16.0,3,19.32,2024-07-01 16:12:00,16,16,2024-07-01,6356.28,2024-07
528,2024-07-01,2024-07-01 16:19:11,2024-07-01 16:19:31,0 days 00:05:31,119.0,46.803901,7.15527,286,1,6025,23,2,62544.0,11,858916102,"Fribourg, St-Pierre",331.0,8589161,7.79,6.64,lu-ve-scol,0 days 00:00:20,20.0,3,20.47,2024-07-01 16:14:00,16,16,2024-07-01,6775.57,2024-07
528,2024-07-01,2024-07-01 16:24:00,2024-07-01 16:24:46,0 days 00:07:46,392.0,46.80302,7.151325,286,1,6025,23,2,62544.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",466.0,8592374,26.3,12.03,lu-ve-scol,0 days 00:00:46,46.0,3,34.74,2024-07-01 16:17:00,16,16,2024-07-01,16188.84,2024-07
532,2024-07-01,2024-07-01 16:14:07,2024-07-01 16:14:18,0 days 00:01:48,384.0,46.806268,7.175583,286,1,6024,23,2,62550.0,2,858914102,"Fribourg, Chaley",108.0,8589141,1.04,0.0,lu-ve-scol,0 days 00:00:11,11.0,3,3.12,2024-07-01 16:12:30,16,16,2024-07-01,336.96000000000004,2024-07
532,2024-07-01,2024-07-01 16:14:54,2024-07-01 16:15:03,0 days 00:02:03,272.0,46.806698,7.172111,286,1,6024,23,2,62550.0,3,858915202,"Fribourg, Mon-Repos",123.0,8589152,1.04,0.0,lu-ve-scol,0 days 00:00:09,9.0,3,4.16,2024-07-01 16:13:00,16,16,2024-07-01,511.68,2024-07
532,2024-07-01,2024-07-01 16:15:57,2024-07-01 16:16:09,0 days 00:02:09,179.0,46.809363,7.170443,286,1,6024,23,2,62550.0,5,858913802,"Fribourg, Cité-Jardins",129.0,8589138,4.15,0.0,lu-ve-scol,0 days 00:00:12,12.0,3,8.31,2024-07-01 16:14:00,16,16,2024-07-01,1071.99,2024-07
532,2024-07-01,2024-07-01 16:17:09,2024-07-01 16:17:29,0 days 00:01:29,346.0,46.811426,7.171033,286,1,6024,23,2,62550.0,6,859176602,"Fribourg, Boschung",89.0,8591766,10.39,1.0,lu-ve-scol,0 days 00:00:20,20.0,3,17.700000000000003,2024-07-01 16:16:00,16,16,2024-07-01,1575.3000000000002,2024-07
532,2024-07-01,2024-07-01 16:21:43,2024-07-01 16:21:57,0 days 00:01:57,705.0,46.806073,7.161246,286,1,6024,23,2,62550.0,9,858725502,"Fribourg, Tilleul/Cathédrale",117.0,8587255,2.08,0.0,lu-ve-scol,0 days 00:00:14,14.0,3,20.86,2024-07-01 16:20:00,16,16,2024-07-01,2440.62,2024-07
532,2024-07-01,2024-07-01 16:23:51,2024-07-01 16:24:06,0 days 00:02:06,113.0,46.803943,7.15512,286,1,6024,23,2,62550.0,11,858916102,"Fribourg, St-Pierre",126.0,8589161,3.12,9.0,lu-ve-scol,0 days 00:00:15,15.0,3,14.98,2024-07-01 16:22:00,16,16,2024-07-01,1887.48,2024-07
532,2024-07-01,2024-07-01 16:25:47,2024-07-01 16:26:07,0 days 00:01:07,376.0,46.802965,7.1512,286,1,6024,23,2,62550.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",67.0,8592374,1.04,9.0,lu-ve-scol,0 days 00:00:20,20.0,3,7.0200000000000005,2024-07-01 16:25:00,16,16,2024-07-01,470.34000000000003,2024-07
529,2024-07-01,2024-07-01 16:19:55,2024-07-01 16:20:04,0 days 00:00:34,386.0,46.806255,7.175523,286,1,6029,10,2,62558.0,2,858914102,"Fribourg, Chaley",34.0,8589141,4.36,0.0,lu-ve-scol,0 days 00:00:09,9.0,3,4.36,2024-07-01 16:19:30,16,16,2024-07-01,148.24,2024-07
529,2024-07-01,2024-07-01 16:20:38,2024-07-01 16:20:51,0 days 00:00:51,270.0,46.806701,7.172065,286,1,6029,10,2,62558.0,3,858915202,"Fribourg, Mon-Repos",51.0,8589152,2.18,1.0,lu-ve-scol,0 days 00:00:13,13.0,3,5.540000000000001,2024-07-01 16:20:00,16,16,2024-07-01,282.54,2024-07
529,2024-07-01,2024-07-01 16:22:02,2024-07-01 16:22:13,0 days 00:01:13,224.0,46.809383,7.170473,286,1,6029,10,2,62558.0,5,858913802,"Fribourg, Cité-Jardins",73.0,8589138,3.27,0.0,lu-ve-scol,0 days 00:00:11,11.0,3,9.9,2024-07-01 16:21:00,16,16,2024-07-01,722.7,2024-07
529,2024-07-01,2024-07-01 16:23:19,2024-07-01 16:23:34,0 days 00:00:34,346.0,46.811458,7.170998,286,1,6029,10,2,62558.0,6,859176602,"Fribourg, Boschung",34.0,8591766,8.73,0.0,lu-ve-scol,0 days 00:00:15,15.0,3,18.630000000000003,2024-07-01 16:23:00,16,16,2024-07-01,633.4200000000001,2024-07
529,2024-07-01,2024-07-01 16:27:29,2024-07-01 16:27:47,0 days 00:00:47,700.0,46.806083,7.161261,286,1,6029,10,2,62558.0,9,858725502,"Fribourg, Tilleul/Cathédrale",47.0,8587255,5.46,4.0,lu-ve-scol,0 days 00:00:18,18.0,3,22.270000000000003,2024-07-01 16:27:00,16,16,2024-07-01,1046.69,2024-07
529,2024-07-01,2024-07-01 16:29:26,2024-07-01 16:29:44,0 days 00:00:44,66.0,46.803883,7.155151,286,1,6029,10,2,62558.0,11,858916102,"Fribourg, St-Pierre",44.0,8589161,6.55,2.0,lu-ve-scol,0 days 00:00:18,18.0,3,26.820000000000004,2024-07-01 16:29:00,16,16,2024-07-01,1180.0800000000002,2024-07
529,2024-07-01,2024-07-01 16:31:41,2024-07-01 16:32:26,0 days 00:00:26,374.0,46.802885,7.151255,286,1,6029,10,2,62558.0,12,859237411,"Fribourg/Freiburg, Pl. Gare",26.0,8592374,32.73,21.0,lu-ve-scol,0 days 00:00:45,45.0,3,38.55,2024-07-01 16:32:00,16,16,2024-07-01,1002.3,2024-07
530,2024-07-01,2024-07-01 16:28:12,2024-07-01 16:28:25,0 days 00:00:55,380.0,46.806238,7.175548,286,1,6027,23,2,62564.0,2,858914102,"Fribourg, Chaley",55.0,8589141,8.32,0.0,lu-ve-scol,0 days 00:00:13,13.0,3,11.44,2024-07-01 16:27:30,16,16,2024-07-01,629.1999999999999,2024-07
530,2024-07-01,2024-07-01 16:29:03,2024-07-01 16:29:13,0 days 00:01:13,270.0,46.806678,7.172105,286,1,6027,23,2,62564.0,3,858915202,"Fribourg, Mon-Repos",73.0,8589152,4.16,0.0,lu-ve-scol,0 days 00:00:10,10.0,3,15.6,2024-07-01 16:28:00,16,16,2024-07-01,1138.8,2024-07
530,2024-07-01,2024-07-01 16:30:36,2024-07-01 16:30:45,0 days 00:01:45,224.0,46.809395,7.170476,286,1,6027,23,2,62564.0,5,858913802,"Fribourg, Cité-Jardins",105.0,8589138,3.12,0.0,lu-ve-scol,0 days 00:00:09,9.0,3,19.76,2024-07-01 16:29:00,16,16,2024-07-01,2074.8,2024-07
530,2024-07-01,2024-07-01 16:31:44,2024-07-01 16:31:57,0 days 00:00:57,347.0,46.811433,7.171033,286,1,6027,23,2,62564.0,6,859176602,"Fribourg, Boschung",57.0,8591766,11.44,0.0,lu-ve-scol,0 days 00:00:13,13.0,3,31.200000000000003,2024-07-01 16:31:00,16,16,2024-07-01,1778.4,2024-07
530,2024-07-01,2024-07-01 16:36:23,2024-07-01 16:36:44,0 days 00:01:44,697.0,46.806086,7.16127,286,1,6027,23,2,62564.0,9,858725502,"Fribourg, Tilleul/Cathédrale",104.0,8587255,13.53,3.0,lu-ve-scol,0 days 00:00:21,21.0,3,45.93,2024-07-01 16:35:00,16,16,2024-07-01,4776.72,2024-07
